MHM Id,Classification,Container,Userid,latitude,longitude,date,Photo,,,,,,,,,
11451,culex,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039791/original.jpg,,,,,,,,,
11453,aedes,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039823/original.jpg,,,,,,,,,
11453,aedes,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039822/original.jpg,,,,,,,,,
11453,aedes,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039821/original.jpg,,,,,,,,,
11416,aedes,cement metal or plastic tank,51045191,15.036,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038804/original.jpg,,,,,,,,,
11416,aedes,cement metal or plastic tank,51045191,15.036,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038803/original.jpg,,,,,,,,,
11416,aedes,cement metal or plastic tank,51045191,15.036,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038802/original.jpg,,,,,,,,,
11401,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038762/original.jpg,,,,,,,,,
11401,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038761/original.jpg,,,,,,,,,
11401,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038760/original.jpg,,,,,,,,,
11402,neither,cement metal or plastic tank,51045191,15.036,-16.2507,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038766/original.jpg,,,,,,,,,
11402,neither,cement metal or plastic tank,51045191,15.036,-16.2507,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038765/original.jpg,,,,,,,,,
11402,neither,cement metal or plastic tank,51045191,15.036,-16.2507,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038764/original.jpg,,,,,,,,,
11396,culex,cement metal or plastic tank,51045191,15.036,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038742/original.jpg,,,,,,,,,
11396,culex,cement metal or plastic tank,51045191,15.036,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038741/original.jpg,,,,,,,,,
11396,culex,cement metal or plastic tank,51045191,15.036,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038740/original.jpg,,,,,,,,,
11403,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038770/original.jpg,,,,,,,,,
11403,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038769/original.jpg,,,,,,,,,
11403,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038768/original.jpg,,,,,,,,,
11404,neither,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038774/original.jpg,,,,,,,,,
11404,neither,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038773/original.jpg,,,,,,,,,
11404,neither,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038772/original.jpg,,,,,,,,,
11468,aedes,cement metal or plastic tank,51045191,15.036,-16.2509,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039946/original.jpg,,,,,,,,,
11468,aedes,cement metal or plastic tank,51045191,15.036,-16.2509,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039945/original.jpg,,,,,,,,,
11468,aedes,cement metal or plastic tank,51045191,15.036,-16.2509,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039944/original.jpg,,,,,,,,,
11433,neither,cement metal or plastic tank,51045191,15.0359,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039064/original.jpg,,,,,,,,,
11433,neither,cement metal or plastic tank,51045191,15.0359,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039062/original.jpg,,,,,,,,,
11433,neither,cement metal or plastic tank,51045191,15.0359,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039061/original.jpg,,,,,,,,,
11439,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039223/original.jpg,,,,,,,,,
11439,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039222/original.jpg,,,,,,,,,
11439,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039221/original.jpg,,,,,,,,,
11395,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038713/original.jpg,,,,,,,,,
11395,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038712/original.jpg,,,,,,,,,
11395,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038711/original.jpg,,,,,,,,,
11434,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039149/original.jpg,,,,,,,,,
11434,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039148/original.jpg,,,,,,,,,
11434,aedes,cement metal or plastic tank,51045191,15.041,-16.2473,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039147/original.jpg,,,,,,,,,
11413,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038792/original.jpg,,,,,,,,,
11413,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038791/original.jpg,,,,,,,,,
11413,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038790/original.jpg,,,,,,,,,
11106,aedes,cement metal or plastic tank,51045191,15.0357,-16.2504,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034902/original.jpg,,,,,,,,,
11106,aedes,cement metal or plastic tank,51045191,15.0357,-16.2504,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034903/original.jpg,,,,,,,,,
11106,aedes,cement metal or plastic tank,51045191,15.0357,-16.2504,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034904/original.jpg,,,,,,,,,
11106,aedes,cement metal or plastic tank,51045191,15.0357,-16.2504,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034901/original.jpg,,,,,,,,,
11592,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042456/original.jpg,,,,,,,,,
11598,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042487/original.jpg,,,,,,,,,
11598,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042486/original.jpg,,,,,,,,,
11094,aedes,cement metal or plastic tank,51045191,15.035,-16.2507,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034519/original.jpg,,,,,,,,,
11094,aedes,cement metal or plastic tank,51045191,15.035,-16.2507,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034518/original.jpg,,,,,,,,,
11094,aedes,cement metal or plastic tank,51045191,15.035,-16.2507,4/13/19,https://data.globe.gov/system/photos/2019/04/13/1034517/original.jpg,,,,,,,,,
11601,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042523/original.jpg,,,,,,,,,
11601,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042522/original.jpg,,,,,,,,,
11019,culex,cement metal or plastic tank,51045191,15.0359,-16.2505,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033451/original.jpg,,,,,,,,,
11019,culex,cement metal or plastic tank,51045191,15.0359,-16.2505,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033452/original.jpg,,,,,,,,,
11019,culex,cement metal or plastic tank,51045191,15.0359,-16.2505,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033450/original.jpg,,,,,,,,,
11019,culex,cement metal or plastic tank,51045191,15.0359,-16.2505,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033449/original.jpg,,,,,,,,,
11604,aedes,cement metal or plastic tank,51045191,15.0358,-16.2507,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042591/original.jpg,,,,,,,,,
11604,aedes,cement metal or plastic tank,51045191,15.0358,-16.2507,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042590/original.jpg,,,,,,,,,
11604,aedes,cement metal or plastic tank,51045191,15.0358,-16.2507,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042589/original.jpg,,,,,,,,,
11138,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035279/original.jpg,,,,,,,,,
11138,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035278/original.jpg,,,,,,,,,
11138,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035277/original.jpg,,,,,,,,,
11138,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035276/original.jpg,,,,,,,,,
11606,culex,cement metal or plastic tank,51045191,15.0359,-16.2506,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042602/original.jpg,,,,,,,,,
11606,culex,cement metal or plastic tank,51045191,15.0359,-16.2506,4/18/19,https://data.globe.gov/system/photos/2019/04/18/1042601/original.jpg,,,,,,,,,
11003,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033128/original.jpg,,,,,,,,,
11003,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033127/original.jpg,,,,,,,,,
11003,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033126/original.jpg,,,,,,,,,
11003,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/12/19,https://data.globe.gov/system/photos/2019/04/12/1033125/original.jpg,,,,,,,,,
11147,culex,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035335/original.jpg,,,,,,,,,
11147,culex,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035334/original.jpg,,,,,,,,,
11147,culex,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035333/original.jpg,,,,,,,,,
11147,culex,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035332/original.jpg,,,,,,,,,
11157,aedes,cement metal or plastic tank,51045191,15.0353,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035475/original.jpg,,,,,,,,,
11157,aedes,cement metal or plastic tank,51045191,15.0353,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035474/original.jpg,,,,,,,,,
11157,aedes,cement metal or plastic tank,51045191,15.0353,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035473/original.jpg,,,,,,,,,
11157,aedes,cement metal or plastic tank,51045191,15.0353,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035472/original.jpg,,,,,,,,,
11163,aedes,cement metal or plastic tank,51045191,15.036,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035654/original.jpg,,,,,,,,,
11163,aedes,cement metal or plastic tank,51045191,15.036,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035653/original.jpg,,,,,,,,,
11163,aedes,cement metal or plastic tank,51045191,15.036,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035652/original.jpg,,,,,,,,,
11210,aedes,cement metal or plastic tank,51045191,15.0361,-16.2511,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1036167/original.jpg,,,,,,,,,
11210,aedes,cement metal or plastic tank,51045191,15.0361,-16.2511,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1036166/original.jpg,,,,,,,,,
11210,aedes,cement metal or plastic tank,51045191,15.0361,-16.2511,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1036165/original.jpg,,,,,,,,,
11159,culex,cement metal or plastic tank,51045191,15.0352,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035489/original.jpg,,,,,,,,,
11159,culex,cement metal or plastic tank,51045191,15.0352,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035488/original.jpg,,,,,,,,,
11159,culex,cement metal or plastic tank,51045191,15.0352,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035487/original.jpg,,,,,,,,,
11135,aedes,cement metal or plastic tank,51045191,15.0354,-16.2501,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035264/original.jpg,,,,,,,,,
11135,aedes,cement metal or plastic tank,51045191,15.0354,-16.2501,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035263/original.jpg,,,,,,,,,
11135,aedes,cement metal or plastic tank,51045191,15.0354,-16.2501,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035262/original.jpg,,,,,,,,,
11135,aedes,cement metal or plastic tank,51045191,15.0354,-16.2501,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035261/original.jpg,,,,,,,,,
11156,aedes,cement metal or plastic tank,51045191,15.0352,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035470/original.jpg,,,,,,,,,
11156,aedes,cement metal or plastic tank,51045191,15.0352,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035469/original.jpg,,,,,,,,,
11156,aedes,cement metal or plastic tank,51045191,15.0352,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035468/original.jpg,,,,,,,,,
11136,aedes,cement metal or plastic tank,51045191,15.0356,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035269/original.jpg,,,,,,,,,
11136,aedes,cement metal or plastic tank,51045191,15.0356,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035268/original.jpg,,,,,,,,,
11136,aedes,cement metal or plastic tank,51045191,15.0356,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035267/original.jpg,,,,,,,,,
11136,aedes,cement metal or plastic tank,51045191,15.0356,-16.2504,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035266/original.jpg,,,,,,,,,
11139,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035286/original.jpg,,,,,,,,,
11139,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035285/original.jpg,,,,,,,,,
11139,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035284/original.jpg,,,,,,,,,
11139,aedes,cement metal or plastic tank,51045191,15.036,-16.2507,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035282/original.jpg,,,,,,,,,
11141,culex,cement metal or plastic tank,51045191,15.036,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035295/original.jpg,,,,,,,,,
11141,culex,cement metal or plastic tank,51045191,15.036,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035294/original.jpg,,,,,,,,,
11141,culex,cement metal or plastic tank,51045191,15.036,-16.2508,4/14/19,https://data.globe.gov/system/photos/2019/04/14/1035293/original.jpg,,,,,,,,,
11397,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038746/original.jpg,,,,,,,,,
11397,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038745/original.jpg,,,,,,,,,
11397,aedes,cement metal or plastic tank,51045191,15.0359,-16.2506,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038744/original.jpg,,,,,,,,,
11414,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038796/original.jpg,,,,,,,,,
11414,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038795/original.jpg,,,,,,,,,
11414,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038794/original.jpg,,,,,,,,,
11420,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038822/original.jpg,,,,,,,,,
11420,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038821/original.jpg,,,,,,,,,
11420,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038820/original.jpg,,,,,,,,,
11428,neither,cement metal or plastic tank,51045191,15.036,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039041/original.jpg,,,,,,,,,
11428,neither,cement metal or plastic tank,51045191,15.036,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039040/original.jpg,,,,,,,,,
11428,neither,cement metal or plastic tank,51045191,15.036,-16.2504,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039039/original.jpg,,,,,,,,,
11426,culex,cement metal or plastic tank,51045191,15.0358,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039033/original.jpg,,,,,,,,,
11426,culex,cement metal or plastic tank,51045191,15.0358,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039032/original.jpg,,,,,,,,,
11426,culex,cement metal or plastic tank,51045191,15.0358,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039031/original.jpg,,,,,,,,,
11411,aedes,cement metal or plastic tank,51045191,15.0361,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038785/original.jpg,,,,,,,,,
11411,aedes,cement metal or plastic tank,51045191,15.0361,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038784/original.jpg,,,,,,,,,
11411,aedes,cement metal or plastic tank,51045191,15.0361,-16.2505,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1038783/original.jpg,,,,,,,,,
11456,neither,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039840/original.jpg,,,,,,,,,
11456,neither,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039839/original.jpg,,,,,,,,,
11456,neither,cement metal or plastic tank,51045191,15.0356,-16.2502,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039838/original.jpg,,,,,,,,,
11463,culex,cement metal or plastic tank,51045191,15.0363,-16.2511,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039913/original.jpg,,,,,,,,,
11463,culex,cement metal or plastic tank,51045191,15.0363,-16.2511,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039912/original.jpg,,,,,,,,,
11463,culex,cement metal or plastic tank,51045191,15.0363,-16.2511,4/16/19,https://data.globe.gov/system/photos/2019/04/16/1039911/original.jpg,,,,,,,,,
11235,aedes,cement metal or plastic tank,51045191,15.0358,-16.2504,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1036886/original.jpg,,,,,,,,,
11235,aedes,cement metal or plastic tank,51045191,15.0358,-16.2504,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1036885/original.jpg,,,,,,,,,
11235,aedes,cement metal or plastic tank,51045191,15.0358,-16.2504,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1036884/original.jpg,,,,,,,,,
11258,culex,cement metal or plastic tank,51045191,15.0369,-16.2493,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037036/original.jpg,,,,,,,,,
11258,culex,cement metal or plastic tank,51045191,15.0369,-16.2493,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037035/original.jpg,,,,,,,,,
11258,culex,cement metal or plastic tank,51045191,15.0369,-16.2493,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037034/original.jpg,,,,,,,,,
11259,culex,cement metal or plastic tank,51045191,15.037,-16.2491,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037040/original.jpg,,,,,,,,,
11259,culex,cement metal or plastic tank,51045191,15.037,-16.2491,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037039/original.jpg,,,,,,,,,
11259,culex,cement metal or plastic tank,51045191,15.037,-16.2491,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037038/original.jpg,,,,,,,,,
11223,culex,cement metal or plastic tank,51045191,15.0405,-16.2479,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1036715/original.jpg,,,,,,,,,
11223,culex,cement metal or plastic tank,51045191,15.0405,-16.2479,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1036714/original.jpg,,,,,,,,,
11223,culex,cement metal or plastic tank,51045191,15.0405,-16.2479,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1036713/original.jpg,,,,,,,,,
11254,neither,cement metal or plastic tank,51045191,15.0369,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037017/original.jpg,,,,,,,,,
11254,neither,cement metal or plastic tank,51045191,15.0369,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037016/original.jpg,,,,,,,,,
11254,neither,cement metal or plastic tank,51045191,15.0369,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037015/original.jpg,,,,,,,,,
11266,culex,cement metal or plastic tank,51045191,15.037,-16.2491,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037204/original.jpg,,,,,,,,,
11266,culex,cement metal or plastic tank,51045191,15.037,-16.2491,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037203/original.jpg,,,,,,,,,
11266,culex,cement metal or plastic tank,51045191,15.037,-16.2491,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037202/original.jpg,,,,,,,,,
11265,aedes,cement metal or plastic tank,51045191,15.037,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037198/original.jpg,,,,,,,,,
11265,aedes,cement metal or plastic tank,51045191,15.037,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037197/original.jpg,,,,,,,,,
11265,aedes,cement metal or plastic tank,51045191,15.037,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037196/original.jpg,,,,,,,,,
11277,aedes,cement metal or plastic tank,51045191,15.0369,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037245/original.jpg,,,,,,,,,
11277,aedes,cement metal or plastic tank,51045191,15.0369,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037244/original.jpg,,,,,,,,,
11277,aedes,cement metal or plastic tank,51045191,15.0369,-16.2492,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037243/original.jpg,,,,,,,,,
11331,aedes,cement metal or plastic tank,51045191,15.0351,-16.2505,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037835/original.jpg,,,,,,,,,
11331,aedes,cement metal or plastic tank,51045191,15.0351,-16.2505,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037834/original.jpg,,,,,,,,,
11331,aedes,cement metal or plastic tank,51045191,15.0351,-16.2505,4/15/19,https://data.globe.gov/system/photos/2019/04/15/1037833/original.jpg,,,,,,,,,
11483,aedes,cement metal or plastic tank,51045191,15.0405,-16.2477,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040406/original.jpg,,,,,,,,,
11483,aedes,cement metal or plastic tank,51045191,15.0405,-16.2477,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040407/original.jpg,,,,,,,,,
11483,aedes,cement metal or plastic tank,51045191,15.0405,-16.2477,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040405/original.jpg,,,,,,,,,
11487,aedes,cement metal or plastic tank,51045191,15.0405,-16.2477,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040429/original.jpg,,,,,,,,,
11487,aedes,cement metal or plastic tank,51045191,15.0405,-16.2477,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040428/original.jpg,,,,,,,,,
11487,aedes,cement metal or plastic tank,51045191,15.0405,-16.2477,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040427/original.jpg,,,,,,,,,
11488,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040526/original.jpg,,,,,,,,,
11488,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040527/original.jpg,,,,,,,,,
11488,aedes,cement metal or plastic tank,51045191,15.0359,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040525/original.jpg,,,,,,,,,
11491,neither,cement metal or plastic tank,51045191,15.0359,-16.2505,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040538/original.jpg,,,,,,,,,
11491,neither,cement metal or plastic tank,51045191,15.0359,-16.2505,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040537/original.jpg,,,,,,,,,
11492,culex,cement metal or plastic tank,51045191,15.0359,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040542/original.jpg,,,,,,,,,
11492,culex,cement metal or plastic tank,51045191,15.0359,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040541/original.jpg,,,,,,,,,
11492,culex,cement metal or plastic tank,51045191,15.0359,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040540/original.jpg,,,,,,,,,
11522,aedes,cement metal or plastic tank,51045191,15.0359,-16.2503,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1041015/original.jpg,,,,,,,,,
11522,aedes,cement metal or plastic tank,51045191,15.0359,-16.2503,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1041014/original.jpg,,,,,,,,,
11522,aedes,cement metal or plastic tank,51045191,15.0359,-16.2503,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1041013/original.jpg,,,,,,,,,
11495,culex,cement metal or plastic tank,51045191,15.0359,-16.2503,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040602/original.jpg,,,,,,,,,
11495,culex,cement metal or plastic tank,51045191,15.0359,-16.2503,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040601/original.jpg,,,,,,,,,
11495,culex,cement metal or plastic tank,51045191,15.0359,-16.2503,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040600/original.jpg,,,,,,,,,
11496,culex,cement metal or plastic tank,51045191,15.0358,-16.2504,4/17/19,https://data.globe.gov/system/photos/2019/04/17/1040604/original.jpg,,,,,,,,,
